AWARD	PERSON	DATE	GENDER	DESCRIPTION
EliteForsk Prize	Eske Willerslev	2011-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Alfred E. Emerson	1967-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Charles Birch	1988-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Daniel Simberloff	2006-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Edward O. Wilson	1994-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Eric Pianka	2015-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Eugene Odum	1974-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	George C. Williams	1989-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Henry Gleason	1959-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	John L. Harper	1984-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Richard Bruce Root	2003-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Robert MacArthur	1973-01-01T00:00:00Z	male	$null$
Eminent Ecologist Award	Simon A. Levin	2010-01-01T00:00:00Z	male	$null$
Environment Prize	Bernhard Ulrich	1997-01-01T00:00:00Z	male	environmental award
Environment Prize	Garabed Antranikian	2004-01-01T00:00:00Z	male	environmental award
Environment Prize	Loki Schmidt	2004-01-01T00:00:00Z	female	environmental award
Environment Prize	Michael Succow	2015-01-01T00:00:00Z	male	environmental award
Environment Prize	Wolfgang Haber	1993-01-01T00:00:00Z	male	environmental award
Erasmus Prize	Jean Piaget	1972-01-01T00:00:00Z	male	annual award for an exceptional contribution to the humanities or the arts awarded by the Praemium Erasmianum Foundation
Eric K. Fernströms Nordiska Pris	Eva Klein	1983-01-01T00:00:00Z	female	$null$
Eric K. Fernströms Nordiska Pris	Leena Peltonen-Palotie	2006-01-01T00:00:00Z	female	$null$
Eric K. Fernströms Svenska Pris	Stefan Thor	2008-01-01T00:00:00Z	male	$null$
Eric K. Fernströms Svenska Pris	Taija Mäkinen	2015-01-01T00:00:00Z	female	$null$
Ernst Hellmut Vits Award	Bernhard Rensch	1974-01-01T00:00:00Z	male	award
Ernst Hellmut Vits Award	Bert Sakmann	1990-01-01T00:00:00Z	male	award
Ernst Jung Gold Medal for Medicine	Beatrice Mintz	1990-01-01T00:00:00Z	female	lifetime achievement prize
Ernst Jung Gold Medal for Medicine	Pascale Cossart	2017-01-01T00:00:00Z	female	lifetime achievement prize
Ernst-Jung-Preis für Medizin	Hans-Georg Rammensee	2016-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Hartmut Wekerle	1982-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Ivan Đikić	2013-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Jon van Rood	1989-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Judah Folkman	1997-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Nenad Ban	2017-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Patrick Cramer	2009-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Peter K. Vogt	1985-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Peter Walter	2012-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Tobias Bonhoeffer	2004-01-01T00:00:00Z	male	$null$
Ernst-Jung-Preis für Medizin	Werner Franke	1984-01-01T00:00:00Z	male	$null$
Erwin Schrödinger Prize	Michael Wagner	2015-01-01T00:00:00Z	male	science award
Erwin Schrödinger Prize	Nick Barton	2013-01-01T00:00:00Z	male	science award
Erwin Schrödinger Prize	Peter Schuster	1983-01-01T00:00:00Z	male	science award
FASEB Excellence in Science Award	Anita Roberts	2005-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Betty Hay	1990-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Diane E. Griffin	2015-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Elaine Fuchs	2006-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Ellen Vitetta	1991-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Gail Roberta Martin	2011-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Janet Rossant	2004-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Joan A. Steitz	2003-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Lynne E. Maquat	2018-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Marilyn Farquhar	2006-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Mina Bissell	2008-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Philippa Marrack	1995-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Phyllis Wise	2002-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Susan Lindquist	2009-01-01T00:00:00Z	female	$null$
FASEB Excellence in Science Award	Susan R. Wessler	2012-01-01T00:00:00Z	female	$null$
FEBS/EMBO Women in Science Award	Caroline Dean	2015-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Caroline Dean	2015-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Frauke Melchior	2018-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Frauke Melchior	2018-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Geneviève Almouzni	2013-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Geneviève Almouzni	2013-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Naama Barkai	2008-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Naama Barkai	2008-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Pascale Cossart	2014-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FEBS/EMBO Women in Science Award	Pascale Cossart	2014-01-01T00:00:00Z	female	awards highlights major contributions by female scientists to life sciences research
FF Busse Award	Ferdynand Antoni Ossendowski	1907-01-01T00:00:00Z	male	Russian scientific award
FF Busse Award	Ferdynand Antoni Ossendowski	1907-01-01T00:00:00Z	male	Russian scientific award
Fellow of Pew Foundation	Alejandro Aballay	1998-01-01T00:00:00Z	male	science award
Ferrier Lecture	Leslie Iversen	1988-01-01T00:00:00Z	male	$null$
Ferrier Lecture	Leslie Iversen	1988-01-01T00:00:00Z	male	$null$
Finsen Medal	Albert Kelner	1964-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Albert Kelner	1964-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Alexander Hollaender	1968-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Alexander Hollaender	1968-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Daniel I. Arnon	1988-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Daniel I. Arnon	1988-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Raymond Latarjet	1972-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Raymond Latarjet	1972-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Winslow Russell Briggs	2000-01-01T00:00:00Z	male	photobiology award
Finsen Medal	Winslow Russell Briggs	2000-01-01T00:00:00Z	male	photobiology award
Flavelle Medal	Anthony Pawson	1998-01-01T00:00:00Z	male	Royal Society of Canada award
Flavelle Medal	Charles E. Saunders	1925-01-01T00:00:00Z	male	Royal Society of Canada award
Flavelle Medal	Charles Philippe Leblond	1961-01-01T00:00:00Z	male	Royal Society of Canada award
Flavelle Medal	Douglas Harold Copp	1972-01-01T00:00:00Z	male	Royal Society of Canada award
Flavelle Medal	Louis Siminovitch	1978-01-01T00:00:00Z	male	Royal Society of Canada award
Flavelle Medal	Margaret Newton	1948-01-01T00:00:00Z	female	Royal Society of Canada award
Flavelle Medal	Murray Barr	1959-01-01T00:00:00Z	male	Royal Society of Canada award
Flavelle Medal	Robert Haynes	1988-01-01T00:00:00Z	male	Royal Society of Canada award
Florey Medal	Barry Marshall	1998-01-01T00:00:00Z	male	Australian award for biomedical research
Florey Medal	Barry Marshall	1998-01-01T00:00:00Z	male	Australian award for biomedical research
Florey Medal	Peter Colman	2004-01-01T00:00:00Z	male	Australian award for biomedical research
Florey Medal	Peter Colman	2004-01-01T00:00:00Z	male	Australian award for biomedical research
Florey Medal	Robin Warren	1998-01-01T00:00:00Z	male	Australian award for biomedical research
Florey Medal	Robin Warren	1998-01-01T00:00:00Z	male	Australian award for biomedical research
Fonseca Prize	David Attenborough	2010-01-01T00:00:00Z	male	$null$
Fonseca Prize	James Lovelock	2009-01-01T00:00:00Z	male	$null$
Founder’s Medal	Alfred Russel Wallace	1892-01-01T00:00:00Z	male	award from the Royal Geographical Society
Founder’s Medal	David Attenborough	1985-01-01T00:00:00Z	male	award from the Royal Geographical Society
Founder’s Medal	Francisco Moreno	1907-01-01T00:00:00Z	male	award from the Royal Geographical Society
Founder’s Medal	Gathorne Gathorne-Hardy, 5th Earl of Cranbrook	1995-01-01T00:00:00Z	male	award from the Royal Geographical Society
Founder’s Medal	Gordon Conway	2017-01-01T00:00:00Z	male	award from the Royal Geographical Society
Founder’s Medal	Jacques Cousteau	1963-01-01T00:00:00Z	male	award from the Royal Geographical Society
Founder’s Medal	James Hector	1891-01-01T00:00:00Z	male	award from the Royal Geographical Society
Francine and Antoine Bernheim Award for Arts, Literature and Science	Henri Atlan	2017-01-01T00:00:00Z	male	$null$
Francine and Antoine Bernheim Award for Arts, Literature and Science	Henri Atlan	2017-01-01T00:00:00Z	male	$null$
Francqui Prize	Christian de Duve	1960-01-01T00:00:00Z	male	award
Francqui Prize	Dirk Inzé	2005-01-01T00:00:00Z	male	award
Francqui Prize	Dirk Inzé	2005-01-01T00:00:00Z	male	award
Francqui Prize	Hubert Chantrenne	1963-01-01T00:00:00Z	male	award
Francqui Prize	Hubert Chantrenne	1963-01-01T00:00:00Z	male	award
Francqui Prize	Jozef Schell	1979-01-01T00:00:00Z	male	award
Francqui Prize	Jozef Schell	1979-01-01T00:00:00Z	male	award
Francqui Prize	Lucien Massart	1957-01-01T00:00:00Z	male	award
Francqui Prize	Lucien Massart	1957-01-01T00:00:00Z	male	award
Francqui Prize	Michel A. J. Georges	2008-01-01T00:00:00Z	male	award
Francqui Prize	Michel A. J. Georges	2008-01-01T00:00:00Z	male	award
Francqui Prize	Zénon Bacq	1948-01-01T00:00:00Z	male	award
Francqui Prize	Zénon Bacq	1948-01-01T00:00:00Z	male	award
Franklin Medal	César Milstein	1982-01-01T00:00:00Z	male	science award by the Franklin Institute, Philadelphia
Franklin Medal	Hugh Huxley	1990-01-01T00:00:00Z	male	science award by the Franklin Institute, Philadelphia
Franklin Medal	Mario Capecchi	1997-01-01T00:00:00Z	male	science award by the Franklin Institute, Philadelphia
Franklin Medal	Theodosius Dobzhansky	1973-01-01T00:00:00Z	male	science award by the Franklin Institute, Philadelphia
Fresenius Prize	Matthias Mann	2001-01-01T00:00:00Z	male	award
Fridtjof Nansen Award of Excellence, Mathematics-Natural sciences class	Einar Lea	1956-01-01T00:00:00Z	male	$null$
Fridtjof Nansen Award of Excellence, Mathematics-Natural sciences class	Johan Hjort	1910-01-01T00:00:00Z	male	$null$
Fridtjof Nansen Award of Excellence, Mathematics-Natural sciences class	Kjell B. Døving	2000-01-01T00:00:00Z	male	$null$
Fridtjof Nansen Award of Excellence, Mathematics-Natural sciences class	Kristian Schreiner	1917-01-01T00:00:00Z	male	$null$
Fridtjof Nansen Award of Excellence, Mathematics-Natural sciences class	Sven Furberg	1965-01-01T00:00:00Z	male	$null$
Fridtjof Nansen Award of Excellence, Mathematics-Natural sciences class	Trond Berg	2008-01-01T00:00:00Z	male	$null$
Frink Medal	Arthur Cain	1988-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Brian Charlesworth	2006-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Eric James Denton	1987-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Geoffrey Fryer	1983-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Georgina Mace	2012-01-01T00:00:00Z	female	medal awarded by the Zoological Society of London
Frink Medal	John Maynard Smith	1989-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Julian Huxley	1973-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Michael Hassell	2002-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Patrick Bateson	2014-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Paul H. Harvey	2011-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Thomas Cavalier-Smith	2007-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	V. C. Wynne-Edwards	1979-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Frink Medal	Ziheng Yang	2010-01-01T00:00:00Z	male	medal awarded by the Zoological Society of London
Gairdner Foundation International Award	Adrian Peter Bird	2011-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Alan Hall	2006-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Alfred G. Gilman	1984-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Andrew Fire	2005-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Anthony Pawson	1994-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Anthony R. Hunter	1994-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Arthur L. Horwich	2004-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Barry Marshall	1996-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Bert Sakmann	1989-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Bertil Hille	2001-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Bob Waterston	2002-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Carol Greider	1998-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	Charles Philippe Leblond	1965-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Christian de Duve	1967-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Craig Mello	2005-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	César Milstein	1981-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Douglas Harold Copp	1967-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Elaine Fuchs	2020-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	Elizabeth Blackburn	1998-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	Elwood V. Jensen	1979-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Emil R. Unanue	2000-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Eric Lander	2002-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Ernest McCulloch	1969-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Francis Crick	1962-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	George Klein	1976-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Georges J. F. Köhler	1981-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Gilbert Ashwell	1982-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Greg Winter	2013-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Günter Blobel	1982-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	H. Robert Horvitz	1999-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Har Gobind Khorana	1980-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Henry Friesen	1977-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Hugh Huxley	1975-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	J. Michael Bishop	1984-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Jacques Oudin	1968-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	James D. Watson	2002-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	James E. Darnell	1986-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	James Rothman	1996-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Janet Rowley	1996-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	Jeffrey C. Hall	2012-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Joan A. Steitz	2006-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	John Sulston	2002-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Joseph L. Goldstein	1981-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Judah Folkman	1991-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Jules Hoffmann	2011-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Keith R. Porter	1964-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Lee Hartwell	1992-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Lewis C. Cantley	2015-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Linda B. Buck	2003-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	Luc Montagnier	1987-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Lynne E. Maquat	2015-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	Marc Kirschner	2001-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Mario Capecchi	1993-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Mary F. Lyon	1985-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	Masatoshi Takeichi	2020-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Michael Berridge	1988-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Michael Waterman	2002-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Mina Bissell	2020-01-01T00:00:00Z	female	award
Gairdner Foundation International Award	Murray Barr	1963-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Napoleone Ferrara	2014-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Oliver Smithies	1993-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Peter Walter	2009-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Philip Palmer Green	2002-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Philippe Horvath	2016-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	R. John Ellis	2004-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Ralph Steinman	2003-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Randy Schekman	1996-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Richard Hynes	1997-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Robert G. Roeder	2000-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Robert Weinberg	1992-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Roel Nusse	2020-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Ronald M. Evans	2006-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Seiji Ogawa	2003-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Shimon Sakaguchi	2015-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Shinya Yamanaka	2009-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Thomas A. Steitz	2007-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Walter J. Gehring	1987-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	William F. Hamilton	1960-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Yasutomi Nishizuka	1988-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Yoshio Masui	1992-01-01T00:00:00Z	male	award
Gairdner Foundation International Award	Ōsumi Yoshinori	2015-01-01T00:00:00Z	male	award
Gay-Lussac-Humboldt-Prize	Axel Brennicke	1993-01-01T00:00:00Z	male	science award
Gay-Lussac-Humboldt-Prize	François Gros	1988-01-01T00:00:00Z	male	science award
Gay-Lussac-Humboldt-Prize	Jozef Schell	1985-01-01T00:00:00Z	male	science award
Gay-Lussac-Humboldt-Prize	Jules Hoffmann	1983-01-01T00:00:00Z	male	science award
George and Christine Sosnovsky Award in Cancer Therapy	Paul Workman	2010-01-01T00:00:00Z	male	award granted by the Royal Society of Chemistry
German Cancer Aid Award	Axel Ullrich	2005-01-01T00:00:00Z	male	$null$
German Cancer Aid Award	Hans-Georg Rammensee	2013-01-01T00:00:00Z	male	$null$
German Cancer Aid Award	Peter Lichter	2003-01-01T00:00:00Z	male	$null$
German Cancer Award	Axel Ullrich	1998-01-01T00:00:00Z	male	$null$
German Cancer Award	Bernd Kaina	2011-01-01T00:00:00Z	male	$null$
German Cancer Award	Ivan Đikić	2010-01-01T00:00:00Z	male	$null$
German Cancer Award	Peter Lichter	2002-01-01T00:00:00Z	male	$null$
German Cancer Award	Werner Franke	1995-01-01T00:00:00Z	male	$null$
German Immunology Prize	César Milstein	1979-01-01T00:00:00Z	male	$null$
German Immunology Prize	Hans-Georg Rammensee	1992-01-01T00:00:00Z	male	$null$
German Immunology Prize	Harald von Boehmer	1990-01-01T00:00:00Z	male	$null$
German Immunology Prize	Jacques Oudin	1973-01-01T00:00:00Z	male	$null$
German Immunology Prize	Philippa Marrack	2006-01-01T00:00:00Z	female	$null$
German Maritime Award	Karin Lochte	2010-01-01T00:00:00Z	female	$null$
German Society for Hygiene and Microbiology Prize	Bernhard Fleischer	1992-01-01T00:00:00Z	male	$null$
German Society for Hygiene and Microbiology Prize	Jörg Vogel	2011-01-01T00:00:00Z	male	$null$
German Society for Hygiene and Microbiology Prize	Michael Wagner	2002-01-01T00:00:00Z	male	$null$
Global Environmental Citizen Award	Edward O. Wilson	2001-01-01T00:00:00Z	male	award
Goethe Plaque of the City of Frankfurt	Christiane Nüsslein-Volhard	1996-01-01T00:00:00Z	female	culture prize
Gold Medal of the Royal Astronomical Society	Marcel Minnaert	1947-01-01T00:00:00Z	male	award
Golden Brain Award	Robert Wurtz	1991-01-01T00:00:00Z	male	$null$
Goldman Environmental Prize	Christine Jean	1992-01-01T00:00:00Z	female	annual international award for environmental activists
Goldman Environmental Prize	Giorgos Catsadorakis	2001-01-01T00:00:00Z	male	annual international award for environmental activists
Goldman Environmental Prize	Janet Gibson	1990-01-01T00:00:00Z	female	annual international award for environmental activists
Goldman Environmental Prize	János Vargha	1990-01-01T00:00:00Z	male	annual international award for environmental activists
Goldman Environmental Prize	Kaisha Atakhanova	2005-01-01T00:00:00Z	female	annual international award for environmental activists
Goldman Environmental Prize	Myrsini Malakou	2001-01-01T00:00:00Z	female	annual international award for environmental activists
Goldman Environmental Prize	Rudi Putra	2014-01-01T00:00:00Z	male	annual international award for environmental activists
Goldman Environmental Prize	Samuel LaBudde	1991-01-01T00:00:00Z	male	annual international award for environmental activists
Goldman Environmental Prize	Sviatoslav Zabelin	1993-01-01T00:00:00Z	male	annual international award for environmental activists
Goldman Environmental Prize	Wangari Muta Maathai	1991-01-01T00:00:00Z	female	annual international award for environmental activists
Goldman Environmental Prize	William James Ballentine	1996-01-01T00:00:00Z	male	annual international award for environmental activists
Gottfried Wilhelm Leibniz Prize	Anthony A. Hyman	2011-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Bert Sakmann	1987-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Christiane Nüsslein-Volhard	1986-01-01T00:00:00Z	female	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Detlef Weigel	2007-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Dietmar Vestweber	1998-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Elena Conti	2008-01-01T00:00:00Z	female	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Elisabeth Knust	1997-01-01T00:00:00Z	female	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Frank Allgöwer	2004-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Hans-Georg Rammensee	1992-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Heinz Breer	1998-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Heinz Breer	1998-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Herbert Jäckle	1986-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Ivan Đikić	2013-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Jörg Vogel	2017-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Marina Rodnina	2016-01-01T00:00:00Z	female	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Matthias Hentze	2000-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Matthias Mann	2012-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Melina Schuh	2019-01-01T00:00:00Z	female	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Melina Schuh	2019-01-01T00:00:00Z	female	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Nikolaus Rajewsky	2012-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Patrick Cramer	2006-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Peter Gruss	1994-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Rudolf K. Thauer	1987-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Stefan Jentsch	1994-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Stefan Treue	2010-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Thomas Carell	2004-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Ulla Bonas	2011-01-01T00:00:00Z	female	research prize awarded by the Deutsche Forschungsgemeinschaft
Gottfried Wilhelm Leibniz Prize	Wolf-Bernd Frommer	1998-01-01T00:00:00Z	male	research prize awarded by the Deutsche Forschungsgemeinschaft
Gouden KNCV-Medaille	Albert J.R. Heck	2001-01-01T00:00:00Z	male	$null$
Grande Médaille d'Or des Explorations	Alcide d'Orbigny	1835-01-01T00:00:00Z	male	$null$
Grande médaille de l’Académie des sciences	David Domingo Sabatini	2003-01-01T00:00:00Z	male	$null$
Grande médaille de l’Académie des sciences	Joan A. Steitz	2013-01-01T00:00:00Z	female	$null$
